id;siren;nic;l1_normalisee;l2_normalisee;l3_normalisee;l4_normalisee;l5_normalisee;l6_normalisee;l7_normalisee;numvoie;typvoie;libvoie;codpos;libcom;apet700;libtefet;adr_mail
4618443;452013014;00025;ROADBOOK;;;"608 CHEMIN DE LA MORELLE";;"69250 CURIS AU MONT D OR";FRANCE;608;CHE;"DE LA MORELLE";69250;"CURIS AU MONT D'OR";7911Z;"1 ou 2 salariés";
4629847;452219538;00025;DEKOVI;"PARQUETS RIVE GAUCHE RIVE DROITE";;"39 RUE SAINT LAZARE";;"75009 PARIS";FRANCE;39;RUE;"SAINT LAZARE";75009;"PARIS 9";4673A;"0 salarié";
4629848;452219538;00033;DEKOVI;"DEPOT DU PARQUET";;"14 RUE JEAN NICOT";;"93500 PANTIN";FRANCE;14;RUE;"JEAN NICOT";93500;PANTIN;4673A;"0 salarié";
4629949;452221500;00021;"MP PARIS";;;"14 RUE FAVART";;"75002 PARIS";FRANCE;14;RUE;FAVART;75002;"PARIS 2";7810Z;"10 à 19 salariés";
4653467;452647092;00033;"MACEO EDITIONS";;;"6 AVENUE DE CHOISY";;"75013 PARIS";FRANCE;6;AV;"DE CHOISY";75013;"PARIS 13";5814Z;"3 à 5 salariés";
4673690;453012411;00014;"MADAME JACQUELINE TAMONTE";"QUARTIER DU PLAN";"BEAUVALLON A";"147 ROUTE DE CANNES";;"06220 VALLAURIS";FRANCE;147;RTE;"DE CANNES";06220;VALLAURIS;0113Z;"0 salarié";
4674620;453029365;00021;"E P A G";"ECOLE AXE SUD";;"9 RUE DES AMIDONNIERS";;"31000 TOULOUSE";FRANCE;9;RUE;"DES AMIDONNIERS";31000;TOULOUSE;8542Z;"20 à 49 salariés";
4680516;453135311;00026;"EURL A O M D SERVICES";"AGE D OR SERVICES";;"88 B RUE SAINT MARTIN";;"14000 CAEN";FRANCE;88;RUE;"SAINT MARTIN";14000;CAEN;8899B;"10 à 19 salariés";
4680517;453135311;00034;"EURL A O M D SERVICES";"AGE D OR SERVICES";;"56 RUE DE NESMOND";;"14400 BAYEUX";FRANCE;56;RUE;"DE NESMOND";14400;BAYEUX;8810A;"3 à 5 salariés";
4680518;453135311;00042;"EURL A O M D SERVICES";"AGE D OR SERVICES";;"67 RUE SAINT MARTIN";;"14000 CAEN";FRANCE;67;RUE;"SAINT MARTIN";14000;CAEN;8810A;"Unités non employeuses";
4681998;453163388;00011;"O DIX";;;"10 RUE SAINT MARC";;"75002 PARIS";FRANCE;10;RUE;"SAINT MARC";75002;"PARIS 2";4616Z;"1 ou 2 salariés";
4715832;453789224;00012;IMEXCO;"IMEX CONSEIL";;"68 BOULEVARD DE PORT ROYAL";;"75005 PARIS";FRANCE;68;BD;"DE PORT ROYAL";75005;"PARIS 5";8559A;"0 salarié";
4715833;453789224;00020;IMEXCO;;;"IMPASSE DE TALLUCHET";;"16300 CRITEUIL LA MAGDELEINE";FRANCE;;;"LE TALLUCHET";16300;"CRITEUIL LA MAGDELEINE";8559A;"0 salarié";
4727248;454000837;00012;CHAMIRA;;;"10 B RUE CRILLON";;"75004 PARIS";FRANCE;10;RUE;CRILLON;75004;"PARIS 4";8292Z;"Unités non employeuses";
4727249;454000837;00020;CHAMIRA;;;"15 RUE LE CORBUSIER";;"17440 AYTRE";FRANCE;15;RUE;"LE CORBUSIER";17440;AYTRE;6202A;"6 à 9 salariés";
4747507;477640841;00045;"MADAME LAURENCE MICHEL";;;"64 RUE DU JARDIN PUBLIC";;"33000 BORDEAUX";FRANCE;64;RUE;"DU JARDIN PUBLIC";33000;BORDEAUX;8690E;"0 salarié";
4757595;477831911;00045;NIGHTSHIFT;39;"AU ENTREE 39";"41 RUE D ENGHIEN";;"75010 PARIS";FRANCE;39;RUE;"D ENGHIEN";75010;"PARIS 10";5911A;"20 à 49 salariés";
4757596;477831911;00052;NIGHTSHIFT;;;"4 RUE SAINTE CECILE";;"75009 PARIS";FRANCE;4;RUE;"SAINTE CECILE";75009;"PARIS 9";5911A;"0 salarié";
4757597;477831911;00078;NIGHTSHIFT;;;"41 RUE DE L ECHIQUIER";;"75010 PARIS";FRANCE;41;RUE;"DE L ECHIQUIER";75010;"PARIS 10";5911A;"1 ou 2 salariés";
4757598;477831911;00086;NIGHTSHIFT;;;"29 RUE DU FAUBOURG POISSONNIERE";;"75009 PARIS";FRANCE;29;RUE;"DU FG POISSONNIERE";75009;"PARIS 9";5911A;"0 salarié";
4759477;477865893;00036;BELINK;;;"1 RUE DU DR PIERRE FLEURY PAPILLON";;"69100 VILLEURBANNE";FRANCE;1;RUE;"DU DOCTEUR PIERRE FLEURY PAPILLO";69100;VILLEURBANNE;6430Z;"0 salarié";
4769721;478051261;00012;"SELARL DOCTEUR THIERRY TOUITOU";"12 14";A;"12 RUE SAINT ANTOINE";;"75004 PARIS";FRANCE;12;RUE;"SAINT ANTOINE";75004;"PARIS 4";8623Z;"1 ou 2 salariés";
4778237;478211345;00010;"MONSIEUR DIDIER SCHLAEFFLIN";"PHARMACIE HERMES PARK";"HERMES PARK BATIMENT A";"64 AVENUE D HAIFA";;"13008 MARSEILLE";FRANCE;64;AV;"D HAIFA";13008;"MARSEILLE 8";4773Z;"3 à 5 salariés";
4779163;478229610;00025;"MAY CREDIT";BT;"BATIMENT A RESIDENCE HERMES PARK BT B";"64 AVENUE D HAIFA";"BP 60033";"13266 MARSEILLE CEDEX 08";FRANCE;64;AV;"D HAIFA";13008;"MARSEILLE 8";6619B;"6 à 9 salariés";
4813814;478838212;00023;"NISSAN HEROUVILLE";"DESSOUDE CAEN";;"626 RUE LEON FOUCAULT";;"14200 HEROUVILLE ST CLAIR";FRANCE;626;RUE;"LEON FOUCAULT";14200;"HEROUVILLE SAINT CLAIR";4511Z;"Unités non employeuses";
4813815;478838212;00031;"DESSOUDE CAEN";"NISSAN HEROUVILLE";"ZONE INDUSTRIELLE DE LA SPHERE";"530 RUE LEON FOUCAULT";;"14200 HEROUVILLE ST CLAIR";FRANCE;530;RUE;"LEON FOUCAULT";14200;"HEROUVILLE SAINT CLAIR";4511Z;"20 à 49 salariés";
4819753;478950751;00014;"MADAME FLORENCE DEROS";"ATELIERS 28";;"28 AVENUE ARISTIDE BRIAND";;"33700 MERIGNAC";FRANCE;28;AV;"ARISTIDE BRIAND";33700;MERIGNAC;1413Z;"0 salarié";
4820694;478968027;00027;"LO CA GI";;;"1 RUE MADIRAA";;"92400 COURBEVOIE";FRANCE;1;RUE;MADIRAA;92400;COURBEVOIE;5630Z;"3 à 5 salariés";
4827415;479091381;00018;"GERP ADHERENTS DE L AGMF ET GPM";;;"34 BOULEVARD DE COURCELLES";;"75017 PARIS";FRANCE;34;BD;"DE COURCELLES";75017;"PARIS 17";6622Z;"0 salarié";
4845803;479419152;00018;"MONSIEUR JEAN CHAIDAKIS";"5E ETAGE GAUCHE";;"20 RUE POLIVEAU";;"75005 PARIS";FRANCE;20;RUE;POLIVEAU;75005;"PARIS 5";8690E;"0 salarié";
4845804;479419152;00026;"MONSIEUR JEAN CHAIDAKIS";;;"177 RUE JEANNE D ARC";;"75013 PARIS";FRANCE;177;RUE;"JEANNE D ARC";75013;"PARIS 13";8690E;"0 salarié";
4848253;479461246;00023;"AUX SALONS DU LOUVRE";;;"10 RUE SAINT MARC";;"75002 PARIS";FRANCE;10;RUE;"SAINT MARC";75002;"PARIS 2";5621Z;"1 ou 2 salariés";
4856638;479606626;00014;RAMSES;;;"37 RUE HOCHE";;"92400 COURBEVOIE";FRANCE;37;RUE;HOCHE;92400;COURBEVOIE;9499Z;"3 à 5 salariés";
4877942;479967747;00011;"TAP DUM";"LES VILLAS D HARRI CHURRIA";;"5 PLACE DE LA LIBERTE";;"64100 BAYONNE";FRANCE;5;PL;"DE LA LIBERTE";64100;BAYONNE;6820A;"0 salarié";
4890735;480179464;00023;"LAGO PROPRETE";;;"615 RUE DE NEUVILLE";;"69250 MONTANAY";FRANCE;615;RTE;"DE NEUVILLE";69250;MONTANAY;8122Z;"3 à 5 salariés";
4895414;480264878;00012;"LC FORMES";;"ROUTE DE LYON";"3 MONTEE DE VIMINES";;"73160 COGNIN";FRANCE;;RTE;"DE LYON";73160;COGNIN;2894Z;"1 ou 2 salariés";
4896533;480285154;00039;"C 17 SFX";;"ZAC DU PLATEAU";"19 RUE DES MARRONNIERS";;"94240 L' HAY LES ROSES";;19;RUE;"DES MARRONNIERS";94240;"L' HAY LES ROSES";9002Z;"6 à 9 salariés";
4904344;480424126;00021;"IMAGES IDEES ET CARACTERES";"ZAL DU 14 JUILLET";;"RUE PIERRE ET MARIE CURIE";;"62223 ST LAURENT BLANGY";FRANCE;;RUE;"PIERRE ET MARIE CURIE";62223;"SAINT LAURENT BLANGY";6430Z;"Unités non employeuses";
4913031;480570191;00035;ACTIOR;"ACTIOR L IMMOBILIER DES ENTREPRISES";;"12 AVENUE DE LA GRANDE ARMEE";;"75017 PARIS";FRANCE;12;AV;"DE LA GRANDE ARMEE";75017;"PARIS 17";7022Z;"0 salarié";
4927111;480823079;00011;"M H OLIVEIRA";;;"58 AVENUE DE WAGRAM";;"75017 PARIS";FRANCE;58;AV;"DE WAGRAM";75017;"PARIS 17";4120A;"10 à 19 salariés";
4930744;480886696;00016;"CMF CONSTRUC MACONNERIE FERRAZ SARL";"CMF CONSTRUCTION MACONNERIE FERRAZ SAR";;"23 RUE RICHEPANSE";;"78500 SARTROUVILLE";FRANCE;23;RUE;RICHEPANSE;78500;SARTROUVILLE;4120A;"1 ou 2 salariés";
4930846;480888619;00032;"MONSIEUR JEAN ROLLANT";;;"11 B RUE CHARLES LE TEMERAIRE";;"21000 DIJON";FRANCE;11;RUE;"CHARLES LE TEMERAIRE";21000;DIJON;8622C;"1 ou 2 salariés";
4935873;480979954;00017;"CONSILIUM IT";;;"21 ALLEE DU CAMPS DE CATIS";;"31840 SEILH";FRANCE;21;ALL;"DU CAMP DE CATIS";31840;SEILH;6202A;"0 salarié";
4945371;481149458;00012;"SMTB RENOV";;;"58 AVENUE DE WAGRAM";;"75017 PARIS";FRANCE;58;AV;"DE WAGRAM";75017;"PARIS 17";4120A;"6 à 9 salariés";
4949687;481228104;00040;"MADAME GWENAELLE TROUDE";;;"6 PLACE DES ARCADES";;"35510 CESSON SEVIGNE";FRANCE;6;PL;"DES ARCADES";35510;"CESSON SEVIGNE";6910Z;"0 salarié";
4957322;481372175;00010;"DECOMETAL EQUIPEMENT";FBR;;"15 QUAI DU COMMERCE";;"69009 LYON 9EME";;15;QUAI;"DU COMMERCE";69009;"LYON 9EME";2445Z;"0 salarié";
4957323;481372175;00028;"DECOMETAL EQUIPEMENT";"DECOMETAL EQUIPEMENT";;"LES CHAMPS MONARES";;"58300 DECIZE";;;;"LES CHAMPS MONARES";58300;DECIZE;2445Z;"0 salarié";
4957324;481372175;00036;"DECOMETAL EQUIPEMENT";"DECOMETAL EQUIPEMENT";;"RUE DU MONT";;"58490 SAINT PARIZE LE CHATEL";;;RUE;"DU MONT";58490;"SAINT PARIZE LE CHATEL";2445Z;"0 salarié";
4965581;481522506;00015;"GU YUE";TOKYO;;"40 RUE CUSTINE";;"75018 PARIS";FRANCE;40;RUE;CUSTINE;75018;"PARIS 18";5610A;"3 à 5 salariés";
4975386;481701779;00011;"C & J";MITAKA;;"143 AVENUE PIERRE BROSSOLETTE";;"92120 MONTROUGE";FRANCE;143;AV;"PIERRE BROSSOLETTE";92120;MONTROUGE;5610A;"6 à 9 salariés";
4985389;481883387;00021;"P3A SERVICES";;;"31 RUE DE CONSTANTINOPLE";;"75008 PARIS";FRANCE;31;RUE;"DE CONSTANTINOPLE";75008;"PARIS 8";8121Z;"20 à 49 salariés";
4985390;481883387;00039;"P3A SERVICES";;;"18 CHEMIN DES CAMPETS";;"34160 ST BAUZILLE DE MONTMEL";FRANCE;18;CHE;"DES CAMPETS";34160;"SAINT BAUZILLE DE MONTMEL";8122Z;"0 salarié";
4985966;481893196;00024;"ECOLE NATIONALE D APPLICATION DES METI";"ECOLE NAL APPLICATION METIERS SECURITE";"CHEZ ADCM";"3 PLACE MASSENA";;"06000 NICE";FRANCE;3;PL;MASSENA;06000;NICE;8559A;"0 salarié";
4987658;481921328;00029;"BG PARFUMERIES";"BEAUTY SUCCESS";;"9 RUE VILLE PEPIN";;"35400 ST MALO";FRANCE;9;RUE;"VILLE PEPIN";35400;"SAINT MALO";4775Z;"6 à 9 salariés";
4987659;481921328;00037;"BG PARFUMERIES";"ET DE LA RUE LEVAVASSEUR";;"BOULEVARD FEART";;"35800 DINARD";FRANCE;;BD;FEART;35800;DINARD;4775Z;"3 à 5 salariés";
4987660;481921328;00045;"BG PARFUMERIES";"BEAUTY SUCCESS";;"3 PLACE DU MARCHIX";;"22100 DINAN";FRANCE;3;PL;"DU MARCHIX";22100;DINAN;4775Z;"3 à 5 salariés";
4987661;481921328;00052;"BG PARFUMERIES";"BEAUTY SUCCESS";"LES JARDINS DE BLOSSAC";"5 PLACE DU VERT BUISSON";;"35170 BRUZ";FRANCE;5;PL;"VERT BUISSON";35170;BRUZ;4775Z;"6 à 9 salariés";
4987662;481921328;00060;"BG PARFUMERIES";"BEAUTY SUCCESS";"C.CIAL LES SENTIERS DU MARAIS";"RTE DE CHALLANS";;"85160 SAINT JEAN DE MONTS";;;RTE;"DE CHALLANS";85160;"SAINT JEAN DE MONTS";4775Z;"Unités non employeuses";
4993785;482030772;00016;"SCP PASCAL PERRET STEPHANE IMBERT";;;"1 RUE LOUIS GASSIN";;"06300 NICE";FRANCE;1;RUE;"LOUIS GASSIN";06300;NICE;6910Z;"1 ou 2 salariés";
4995622;482064110;00026;"BUTTERFLY AERO TRAINING";;;"33 AVENUE DE WAGRAM";;"75017 PARIS";FRANCE;33;AV;"DE WAGRAM";75017;"PARIS 17";7022Z;"3 à 5 salariés";
5003075;482198561;00011;"PRESTIGE PREMIER INTERNATIONAL";;;"20 B RUE LA BOETIE";;"75008 PARIS";FRANCE;20;RUE;"LA BOETIE";75008;"PARIS 8";7711B;"3 à 5 salariés";
5004239;482217932;00011;"RENNEQUIN 26";VICKY;;"13 RUE RENNEQUIN";;"75017 PARIS";FRANCE;13;RUE;RENNEQUIN;75017;"PARIS 17";5610A;"10 à 19 salariés";
5005189;482235710;00035;"MONSIEUR JEAN LE GALL";;"RESIDENCE PHAROS";"7 B RUE DU PONT DE L AVEUGLE";;"64600 ANGLET";FRANCE;7;RUE;"DU PONT DE L AVEUGLE";64600;ANGLET;8690F;"0 salarié";
5006550;482262037;00013;"SUPERMARCHE DU MOULIN VERT";;;"2 PL GENEVIEVE DE GAULLE ANTHONIOZ";;"29000 QUIMPER";FRANCE;2;PL;"GENEV DE GAULLE ANTHONIOZ";29000;QUIMPER;4711C;"6 à 9 salariés";
5012620;482373347;00012;"R ET B PUB";;;"20 BOULEVARD DE LA REPUBLIQUE";;"92100 BOULOGNE BILLANCOURT";FRANCE;20;BD;"DE LA REPUBLIQUE";92100;"BOULOGNE BILLANCOURT";6820B;"0 salarié";
5012621;482373347;00038;"R ET B PUB";;;"59 RUE DE TOCQUEVILLE";;"75017 PARIS";FRANCE;59;RUE;"DE TOCQUEVILLE";75017;"PARIS 17";7010Z;"0 salarié";
5031279;482719093;00023;"DEHAYES SYSTEME INFORMATIQUE";;;"58 AVENUE DE WAGRAM";;"75017 PARIS";FRANCE;58;AV;"DE WAGRAM";75017;"PARIS 17";6311Z;"1 ou 2 salariés";
5031280;482719093;00049;"DEHAYES SYSTEME INFORMATIQUE";;;"228 RUE DE COURCELLES";;"75017 PARIS";FRANCE;228;RUE;"DE COURCELLES";75017;"PARIS 17";6311Z;"Unités non employeuses";
5038329;482850005;00018;CLARISSE;"LE GULLIVER";;"4 RUE DE LANS";;"73000 CHAMBERY";FRANCE;4;RUE;"DE LANS";73000;CHAMBERY;5610A;"3 à 5 salariés";
5042151;482920873;00023;"IN THE MIX";;;"30 RUE D ARMAILLE";;"75017 PARIS";FRANCE;30;RUE;"D ARMAILLE";75017;"PARIS 17";5920Z;"0 salarié";
5057138;483190518;00025;NORAKER;CENTRE;"11 13 EINSTEIN";"11 AVENUE ALBERT EINSTEIN";;"69100 VILLEURBANNE";FRANCE;11;AV;"ALBERT EINSTEIN";69100;VILLEURBANNE;7219Z;"10 à 19 salariés";
5072965;483472403;00011;"SDG LE BONAPARTE";"LE BONAPARTE";;"42 RUE BONAPARTE";;"75006 PARIS";FRANCE;42;RUE;BONAPARTE;75006;"PARIS 6";5610A;"20 à 49 salariés";
5078590;483573317;00011;"CHARLIE ET CHARLIE";;;"28 AVENUE JEAN JAURES";;"30900 NIMES";FRANCE;28;AV;"JEAN JAURES";30900;NIMES;9602A;"3 à 5 salariés";
5090359;483785788;00017;"HERMES INFORMATIQUE";COMPUCITY;;"64 AVENUE D HAIFA";;"13008 MARSEILLE";FRANCE;64;AV;"D HAIFA";13008;"MARSEILLE 8";4741Z;"3 à 5 salariés";
5090360;483785788;00025;"HERMES INFORMATIQUE";COMPUCITY;"ZONE INDUSTRIELLE DES PALUDS ZI PALUDS";"259 AVENUE DES CANIERS";;"13685 AUBAGNE CEDEX";FRANCE;;;"ZI DES PALUDS";13400;AUBAGNE;4651Z;"6 à 9 salariés";
5090361;483785788;00033;"HERMES INFORMATIQUE";COMPUCITY;;"112 RUE MONTAIGNE";;"13012 MARSEILLE";FRANCE;112;RUE;MONTAIGNE;13012;"MARSEILLE 12";4741Z;"0 salarié";
5090362;483785788;00041;"HERMES INFORMATIQUE";"MICRO CONCEPT INFORMATIQUE";BARNEOUD;"AVENUE DE PLAN DE CAMPAGNE";;"13170 LES PENNES MIRABEAU";FRANCE;;;"PLAN DE CAMPAGNE BARNEOUD";13170;"LES PENNES MIRABEAU";4741Z;"3 à 5 salariés";
5103764;484029657;00018;"DUSSAUGE COM";"LA GRANDE CRYPTE";;"68 BOULEVARD DE PORT ROYAL";;"75005 PARIS";FRANCE;68;BD;"DE PORT ROYAL";75005;"PARIS 5";5911B;"1 ou 2 salariés";
5112802;484191606;00017;"J M J";"L OVALE";;"29 RUE PASTORELLI";;"06000 NICE";FRANCE;29;RUE;PASTORELLI;06000;NICE;5610A;"3 à 5 salariés";
5122470;484362918;00019;"SARL GINZA";WASABI;;"31 B AVENUE DE FLANDRE";;"59290 WASQUEHAL";FRANCE;31;AV;"DE FLANDRE";59290;WASQUEHAL;5610A;"3 à 5 salariés";
5122471;484362918;00027;ASIAN;"SARL GINZA";"CENTRE COMMERCIAL HERON PARC";"21 AVENUE DE L AVENIR";;"59650 VILLENEUVE D ASCQ";FRANCE;21;AV;"DE L AVENIR";59650;"VILLENEUVE D'ASCQ";5610A;"6 à 9 salariés";
5122472;484362918;00035;"SARL GINZA";"PIZZERIA DI OGGI";;"119 BOULEVARD DE VALMY";;"59650 VILLENEUVE D ASCQ";FRANCE;119;BD;"DE VALMY";59650;"VILLENEUVE D'ASCQ";5610A;"0 salarié";
5161949;485068316;00010;"HERKEL BAT 2";;;"22 RUE DE CHABROL";;"75010 PARIS";FRANCE;22;RUE;"DE CHABROL";75010;"PARIS 10";4120A;"10 à 19 salariés";
5162425;485076244;00014;"SARL AAMS PLOMBERIE";;;"111 AVENUE DES ARENES DE CIMIEZ";;"06000 NICE";FRANCE;111;AV;"DES ARENES DE CIMIEZ";06000;NICE;4322A;"3 à 5 salariés";
5178454;485354286;00018;"GAUTHIER ROMAIN";;"ZONE D AMENAGEMENT CONCERTE LES COMBES";"5 RUE JULES VERNE";;"30230 BOUILLARGUES";FRANCE;5;RUE;"JULES VERNE";30230;BOUILLARGUES;4321A;"0 salarié";
5179587;485372510;00027;"SOC MODERNE DE BAT ET DE TRAVAUX SCE";SMBTS;;"28 RUE DE TERRE ROUGE";;"25000 BESANCON";FRANCE;28;RUE;"DE TERRE ROUGE";25000;BESANCON;4120B;"0 salarié";
5180450;485387351;00011;"SARL BATINOR";"C/O SOGECIM";;"26 RUE DE PARIS";;"06000 NICE";FRANCE;26;RUE;"DE PARIS";06000;NICE;4399C;"3 à 5 salariés";
5184380;487464562;00031;"INDEPENDENCE PRODUCTION";;;"1 RUE DU DR PIERRE FLEURY PAPILLON";;"69100 VILLEURBANNE";FRANCE;1;RUE;"DU DOCTEUR PIERRE FLEURY PAPILLO";69100;VILLEURBANNE;5911A;"0 salarié";
5189194;487541245;00014;"A LA BOLEE";;;"10 PLACE LOUIS PASTEUR";;"64100 BAYONNE";FRANCE;10;PL;"LOUIS PASTEUR";64100;BAYONNE;5610A;"6 à 9 salariés";
5190043;487555237;00014;"CREATIONS CONTEMPORAINES";"43 45";;"43 RUE DE STALINGRAD";;"95120 ERMONT";FRANCE;43;RUE;"DE STALINGRAD";95120;ERMONT;4759A;"3 à 5 salariés";
5196362;487654915;00015;"SARL GSC";;;"267 ROUTE DE GRAY";;"21850 ST APOLLINAIRE";FRANCE;267;CRS;"DE GRAY";21850;"SAINT APOLLINAIRE";4730Z;"0 salarié";
5202883;487762049;00020;"ARTHUR STRAIGHT";;;"38 RUE COPERNIC";;"75116 PARIS";FRANCE;38;RUE;COPERNIC;75116;"PARIS 16";7022Z;"6 à 9 salariés";
5204408;487788978;00012;"MONSIEUR MARC ANTOINE CASSOU";CABINET;AXA;"3 RUE MASSENA";;"06000 NICE";FRANCE;3;RUE;MASSENA;06000;NICE;6622Z;"3 à 5 salariés";
5219609;488058264;00026;"JOGGING MELUN VAL DE SEINE";;"MAISON DES ASSOCIATIONS";"593 RUE DU BAS MOULIN";;"77190 DAMMARIE LES LYS";FRANCE;593;RUE;"DU BAS MOULIN";77190;"DAMMARIE LES LYS";9312Z;"1 ou 2 salariés";
5234941;488328865;00040;"BABYCHOU SERVICES";;;"315 RUE LECOURBE";;"75015 PARIS";FRANCE;315;RUE;LECOURBE;75015;"PARIS 15";8810A;"100 à 199 salariés";
5250779;488612581;00030;"SMART GESTION";;;"51 RUE EMILE DECORPS";;"69100 VILLEURBANNE";FRANCE;51;RUE;"EMILE DECORPS";69100;VILLEURBANNE;6190Z;"0 salarié";
5263137;488836743;00028;"AMC FORMATION";;;"22 RUE ARISTIDE BRIAND";;"35760 ST GREGOIRE";FRANCE;22;RUE;"ARISTIDE BRIAND";35760;"SAINT GREGOIRE";8559B;"0 salarié";
5277943;489107011;00020;"SCM LEZVEZEGEL";;;"3 RUE LOUIS GUILLOUX";;"35136 ST JACQUES DE LA LANDE";FRANCE;3;RUE;"LOUIS GUILLOUX";35136;"SAINT JACQUES DE LA LANDE";6619A;"0 salarié";
5285184;489238451;00012;"MONSIEUR FATHI HASSANI";"LA PLUME D OR";;"1 RUE JULES FERRY";;"78400 CHATOU";FRANCE;1;RUE;"JULES FERRY";78400;CHATOU;4762Z;"0 salarié";
5288358;489294017;00012;"VINGT ET UN";;;"21 RUE MAZARINE";;"75006 PARIS";FRANCE;21;RUE;MAZARINE;75006;"PARIS 6";5610A;"6 à 9 salariés";
5291118;489343426;00016;"ETANCHEITE ROANNAISE";;;"31 RUE DENIS PAPIN";;"42300 ROANNE";FRANCE;31;RUE;"DENIS PAPIN";42300;ROANNE;4391B;"6 à 9 salariés";
5295408;489423467;00013;"PHARMACIE DE LA TRINITE";;;"57 RUE DE CHATEAUDUN";;"75009 PARIS";FRANCE;57;RUE;"DE CHATEAUDUN";75009;"PARIS 9";4773Z;"10 à 19 salariés";
5301831;489549444;00029;"CABINET DE PATHOLOGIE COURBEVOIE";;;"19 RUE LAMBRECHTS";;"92400 COURBEVOIE";FRANCE;19;RUE;LAMBRECHTS;92400;COURBEVOIE;8622C;"3 à 5 salariés";
5309136;489684878;00015;"ETS OBRIET";;;"21 RUE DE L ABBE GREGOIRE";;"75006 PARIS";FRANCE;21;RUE;"DE L ABBE GREGOIRE";75006;"PARIS 6";4322A;"0 salarié";
5313961;489773960;00054;"AUXANE CONCEPT";;;"72 RUE D ALSACE";;"69100 VILLEURBANNE";FRANCE;72;RUE;"D ALSACE";69100;VILLEURBANNE;6202A;"6 à 9 salariés";
5315076;489794180;00013;"MONSIEUR JEAN LOUIS MENEGON";;;"25 RUE DES 3 PIGEONS";;"31200 TOULOUSE";FRANCE;25;RUE;"DES TROIS PIGEONS";31200;TOULOUSE;4619B;"0 salarié";
5350343;490419447;00027;"LOYD & ASSOCIES";"LOYD CAPITAL INVESTOR";;"2 B RUE DE LA COURSE";;"33000 BORDEAUX";FRANCE;2;RUE;"DE LA COURSE";33000;BORDEAUX;7022Z;"1 ou 2 salariés";
5350860;490428778;00024;"INST SUPERIEUR OPTIQUE MARSEILLE";;;"15 BOULEVARD SCHLOESING";;"13010 MARSEILLE";FRANCE;15;BD;SCHLOESING;13010;"MARSEILLE 10";8542Z;"10 à 19 salariés";
5353406;490475423;00029;OPTI-SEG;"ALAIN  AFFLELOU";;"6 RUE VICTOR HUGO";;"49500 SEGRE-EN-ANJOU BLEU";;6;RUE;"VICTOR HUGO";49500;"SEGRE-EN-ANJOU BLEU";4778A;"3 à 5 salariés";
5353407;490475423;00037;"OPTI SEG";"ALAIN AFFLELOU";;"25 RUE D ALSACE";;"49100 ANGERS";FRANCE;25;RUE;"D ALSACE";49100;ANGERS;7010Z;"0 salarié";
5353408;490475423;00045;OPTI-SEG;;"CENTRE COMMERCIAL LECLERC";"RUE DU 8 MAI 1945";;"49500 SEGRE-EN-ANJOU BLEU";;;RUE;"DU 8 MAI 1945";49500;"SEGRE-EN-ANJOU BLEU";4778A;"1 ou 2 salariés";
5377432;490907623;00014;"RESTAURANT ASPAVA";"RESTAURANT ASPAVA";61-69;"61 RUE CAMILLE PELLETAN";;"33150 CENON";;61;RUE;"CAMILLE PELLETAN";33150;CENON;5610A;"6 à 9 salariés";
5380249;490959863;00021;"LE COURTIL";;"BATIMENT D";"2 A RUE DU BORDAGE";;"35510 CESSON SEVIGNE";FRANCE;2;RUE;"DU BORDAGE";35510;"CESSON SEVIGNE";6810Z;"0 salarié";
5387677;491091690;00017;"ERIC NAVARRO";;;"13 RUE DU CAPCIR";;"66540 BAHO";FRANCE;13;RUE;"DU CAPCIR";66540;BAHO;4331Z;"0 salarié";
5388996;491114211;00015;"MONSIEUR MICHEL BOURGIER";"MB SERVICES";;"8 RUE DU BELLAY";;"42400 ST CHAMOND";FRANCE;8;RUE;"DU BELLAY";42400;"SAINT CHAMOND";4334Z;"0 salarié";
5389965;491132700;00023;ARCOSM;;;"29 RUE DU MAIL";;"69004 LYON";FRANCE;29;RUE;"DU MAIL";69004;"LYON 4EME";9001Z;"1 ou 2 salariés";
5389966;491132700;00031;ARCOSM;;;"53 AVENUE CARNOT";;"69250 NEUVILLE SUR SAONE";FRANCE;53;AV;CARNOT;69250;"NEUVILLE SUR SAONE";9001Z;"0 salarié";
5392322;491173696;00023;AG5;"GAS BIJOUX BY MARIE";;"8 AVENUE GEORGE V";;"75008 PARIS";FRANCE;8;AV;"GEORGE V";75008;"PARIS 8";4771Z;"3 à 5 salariés";
5392623;491178844;00032;"NORD SUD ENVIRONNEMENT";"C/O FLASH SECRETARIAT";;"10 RUE BLACAS";;"06000 NICE";FRANCE;10;RUE;BLACAS;06000;NICE;8122Z;"1 ou 2 salariés";
5395757;491232591;00025;B2R;"SQUASH ET FORM";;"94 AVENUE DE CORNEBARRIEU";;"31700 BLAGNAC";FRANCE;94;AV;"DE CORNEBARRIEU";31700;BLAGNAC;9311Z;"3 à 5 salariés";
5417042;491618716;00014;"THIERRY LARATTA CONSULTING";;;"7 RUE DE SOISSONS";;"75019 PARIS";FRANCE;7;RUE;"DE SOISSONS";75019;"PARIS 19";7022Z;"1 ou 2 salariés";
5428106;491818746;00035;"GROUPE ACTA";;;"136 RUE PERRONET";;"92200 NEUILLY SUR SEINE";FRANCE;136;RUE;PERRONET;92200;"NEUILLY SUR SEINE";6420Z;"1 ou 2 salariés";
